"ID","Name","Rating","Degree","Specialization","Review_Date","Review_Text","Word_Count","Sentiment_Label","Sentiment_Score"
1133,"A S SRI SAI DUTT",3.8,"B.Sc + M.Sc","Data Science","2023-12-13","If any person failed in an exam, they have to pay ₹6000 to complete supplement exam. Some students feel that the lack of air conditioning and certain amenities at VIT AP can be drawbacks. FFCS enables us to chose our course structure and teachers according to our plan",48,"Negative",0.3
1134,"Shreyash Belgaonkar",3.8,"B.Tech","Computer Science and Engineering","2023-12-13","The course curriculum is relevant to the latest trends AC classrooms are required to overcome the heat in summers, which are not provided Food other than mess is quite costly according to me",33,"Negative",0.7
1135,"Ankush",4,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-13","Accessibility is not good, as it takes around 40 mins to get to vijayawada Behave the best architecture in the college and we have the spacious classrooms. We have excellent laboratories I am we have best library ever it's around to Acer of library we have digital library and normal library.",51,"Positive",2.7
1136,"Anonymous",2.3,"B.Tech","Computer Science and Engineering","2023-12-13","We have the best campus placements on an average of we can get 6 lakhs The campus management has to improves maintenance The selfie and the hostel food have to change the taste need to be change",37,"Positive",2
1137,"Akhand Pratap Singh",4,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-13","The more real time projects has to improve in the campus. Overall campus experience is good. Also known as green campus , the campus is magnificent when seen from a drone point of view and greenery is observed from every corner. Smart technologies like fingerprint sensors and face detectors are used for attendance and permission purposes",56,"Positive",3
1138,"MD SAKIB",2.8,"B.Tech","Computer Science and Engineering","2023-12-13","Seniors and faculty members are helpful ; clubs , chapters and special teams and beneficial for technical skills and growth . Wifi speed is below 20 Mbps , sometimes even worse , using mobile data is preferential Only for hostellers , Proctor permission is necessary for outing  which requires a verification from parents",53,"Positive",1.7
1139,"Nishant",2.2,"B.Tech","Electrical And Electronics Engineering","2023-12-13","Hostel in time is 9pm for boys and 8pm for girls I like placements offered in the college I like infrastructure adn all proffessors way of teaching.",27,"Positive",1.7
1140,"Sourabh",3.6,"B.Tech","Computer Science and Engineering","2023-12-13","Nothing Best infrastructure building are good Library is very excellent and looks like a beautiful",15,"Positive",3
1141,"Pankaj Khilar",3.6,"B.Tech","Computer Science and Engineering","2023-12-13","Lab facility available for all courses and subject Travel distance is too long it takes much time No cultural for specific department and source",24,"Positive",1.7
1142,"Vidit Pachauri",4,"B.Tech","Mechanical Engineering","2023-12-13","Best time but takes more time for all classes One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc",111,"Positive",1.7
1143,"Nischal Katara",3.4,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-13","Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech",71,"Positive",1.7
1144,"Ketan Eknath Pathade",5,"B.Tech","Electronics & Communication Engineering","2023-12-12","Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des Library is so good and good environment for all Fees is very less compared to other college no additional fees",36,"Neutral",1.3
1145,"Devang Soni",3.2,"B.Tech + M.Tech","Software Engineering","2023-12-12","Placement is very good you get more company for recruitment Bus facility not available need to travel long distance Canteen price are very high need to bring own lunch",29,"Positive",2
1146,"Animesh Anand",3.2,"B.Tech","Computer Science and Engineering","2023-12-12","Walking distance is very long for one class to another Placement is very good you can definitely place if you have skills Money matters and faculty also not good and bad",31,"Neutral",1.3
1147,"Namish Srinivas",2.9,"BBA","General","2023-12-12","Library which is very beautiful place to learn Labs are very good and you can learn any software in that Class rooms and gallery are available to showcase your studies ",30,"Positive",2.3
1148,"Rakshita",3.5,"B.Sc + M.Sc","Computational Statistics and Data Analytics","2023-12-12","Canteen cost is high and you need to search for best Travel from one block to another is so long You need to complete 10 digital assignment for one subject ",30,"Positive",1.7
1149,"Aviral Singh",3.2,"B.Tech","Electrical And Electronics Engineering","2023-12-12","VIT is known for its excellent academic programs and faculty members who are experts in their fields. Students appreciate the quality of education they receive, which prepares them well for their future careers. The campus infrastructure at VIT is impressive, with state-of-the-art facilities including modern classrooms, well-equipped laboratories, libraries, sports complexes, and comfortable accommodation for students. VIT encourages students to participate in extracurricular activities such as clubs, sports, cultural events, and community service. This holistic approach to education helps students develop leadership skills, teamwork, and a well-rounded personality",88,"Positive",3.3
1150,"Bandi Deeraj Reddy",3.5,"B.Tech","Computer Science and Engineering","2023-12-11","Some students may find the curriculum at VIT to be too rigid or structured, with limited flexibility in course selection or opportunities for interdisciplinary study. The academic workload at VIT can be demanding, especially during exam periods or when multiple assignments are due simultaneously. Some students may find it challenging to balance their academic responsibilities with other activities. Due to the rigorous academic schedule and focus on studies, some students may feel that they have limited time for socializing or extracurricular activities outside of their academic commitments.",87,"Negative",0.7
1151,"Sriram charan",4.3,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-09","Campus infrastructure and technologies available in vit. Sports and extra curricular activities are liked by me I like library. Because in Library lot of new books are available",28,"Positive",2.3
1152,"Suryansh Rai",4.3,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-09","Facilities in classrooms and labs very well compare to other colleges Culturals and events are happened every month We have large library . In library, It has more than 5000 books",31,"Positive",1.7
1153,"Abhijit",4.3,"B.Tech","Electrical And Computer Engineering","2023-12-09","The crowd in bio metric . While going outside we used to give bio metric every day that time crowd is high Some events occur in SJT ground and that time we can't play. Campus infrastructure  is very great and nice",41,"Positive",2
1154,"Arav",3.8,"B.Tech","Computer Science and Engineering","2023-12-09","Curriculum  and course structure is very good Placemenrs is very good  in vit compared to other. Have to walk to different blocks for dofferent classes",25,"Positive",1.7
1155,"Anonymous",3.5,"B.Tech","Fashion Technology","2023-12-08","Classes  may happen in different bloacks Sometimes the collage feels bit crowded. The thing that I liked more in vit is to do what we want in inside the campus",30,"Neutral",1.3
1156,"Lakshit Doyal",3.6,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-08","Ther is lot of sports facilitis lik we have basket ball courts etc., I like greenes in our vit campus such a wonderful things ever Things that students my dislike is morning 8.0 clock class",35,"Positive",1.7
1157,"Ashutosh Kumar",4.1,"B.Tech","Computer Science and Engineering","2023-12-08","May be we have classes on all over the campus Attendance should me maintained up to 75 percent Good staff and labs, good placement assistance",25,"Positive",1.7
1158,"Piyush Agrawal",4.2,"B.Tech","Electronics & Communication Engineering","2023-12-08","Atmosphere in collage is very great and filled with lot of opportunites. we need to take the required things and we have to imrove overself. The library is very great , which contains more than 60000 books , also they frequently adding more and more books . Course Curriculum and faculty way of teaching is great. with advanced tools and techniques.",61,"Positive",2
1159,"Achal Tripathi",3.9,"B.Tech","Electronics & Computer Engineering","2023-12-08","college is crowd more time. we need to wait for the lift. Some classes will happen in differnet blocks we have to walk to different blocks which is very difficult. classes in different blocks is so much difficult",38,"Negative",1
1160,"Aaryan Magnani",3.5,"B.Tech","Computer Science and Engineering","2023-12-08","One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech",139,"Neutral",1.3
1161,"Viknesh",3.8,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-08","I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des",50,"Neutral",1.3
1162,"SHAIK THOUFIC SOHAIL",3.6,"B.Tech","Computer Science and Engineering","2023-12-08","Classrooms are very good because all the classes are smart classes only Library, which is the best part in this college Studying environment also so good in our accademy",29,"Positive",2.3
1163,"Dhanush Ram",3.4,"B.Tech","Electronics & Computer Engineering","2023-12-07","Exam timings are very less because we'll write eams for 50 marks in minimum time student behaviour is good compared to other college faculty are very talented in teaching and make us indulge in technical aspects",36,"Positive",1.7
1164,"Vishnu Vardhan Reddy Pothireddy",3.9,"B.Tech","Electrical And Computer Engineering","2023-12-07","you will not be in trouble for coming late to college for each class we should change the classes because of the slot maintaining college timing is very difficult",29,"Negative",0.7
1165,"Pradeep Kumar Jogu",4,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-07","there is at least 3 to 4 hours gap between lab and theory class Enormous variety of options for courses and departments Clubs and events are have you jo options to join an explore your talent",36,"Positive",2
1166,"Udaykrishna",3.6,"B.Tech","Computer Science and Engineering","2023-12-07","The cultural events are celebrated as like as festivals that you can't forget the memory If you are failed to clear your subject you should pay 6000 for subject to clear. You may get some work load and pressure by by the air plans of academic calendar and for a semester",51,"Positive",2.3
1167,"Harsh Shukla",3.6,"B.Tech","Computer Science and Engineering","2023-12-06","Fame of the college.. whenever I say I am student of vit I get good name Sports it needs more improvement and should be encouraged Classrooms well furnished and maintained",30,"Positive",2.7
1168,"Suryansh Behal",5,"B.Tech","Computer Science and Engineering","2023-12-06","The buildings are Good and in Attractive manner Academic pressure given by the faculties The lake inside the campus which is smelly",22,"Positive",1.7
1169,"KONGANAPALLI SATHVIK",3.5,"B.Tech","Mechatronics & Automation Engineering","2023-12-06","Here we will get the practical experience. Apart from course you will get the lots of good experience in college Vit will keep the college update to new technology",29,"Positive",1.7
1170,"Manoj",4.2,"B.Tech","Computer Science and Engineering","2023-12-06","Because of college has lots of strength you will not get the course in time Arrear fee if you kept arrear in one subject you need to redo that subject again this sem We will get time to explore because of college timing class starts at 8",47,"Neutral",1.3
1171,"Govind Sikri",3.3,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-06","Environment and Nature inside the campus Laboratory and secure resources availability Library  and accessibility of the library resources",18,"Positive",1.7
1172,"Tapan Batla",2.5,"M.Tech","Big Data Analytics","2023-12-06","Parking facility is not good needs improvement No separate spaces for having lunch boxes Fee structure for extra ciricular  activities",20,"Positive",2
1173,"Kishore V R",4.5,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-06","I will like the campus infrastructure and facilities The management is very good he have any queries he taken quicks and solved quickly. And I like the faculty he friendly faculty",31,"Positive",2.3
1174,"Dileep",3.4,"B.Tech","Computer Science and Engineering","2023-12-06","Campus, food, fests, professors, canteens Hard exams and marking criterias, strict attendance rules The campus infrastructure and  atmosphere was excellent. The campus was surrounded with lots of greenery which makes the campus cool. ",33,"Neutral",1.3
1175,"Keshav Sharma",4.2,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-06","Vit provides a lot of chances to showcase your skills in different types of Events. and they even conduct many Hackathon's and more events. The curriculum is good when compared will other colleges.    As, the college is large (372 acres) it is difficult to walk every time to different blocks.",50,"Neutral",1.3
1176,"Sreejon Mondal",4.4,"B.Tech","Computer Science and Engineering","2023-12-06","The security system is very strict in this college. The Hostel students are not permitted outside the campus more than 4 hrs. One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech",71,"Positive",1.7
1177,"Aryan Yadav",3.8,"B.Tech","Electronics & Communication Engineering","2023-12-06","FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA",105,"Negative",1
1178,"Anantveer Singh Beniwal",3.8,"B.Tech","Computer Science and Engineering","2023-12-06","Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des The theory faculty and the lab faculty gave us great learning experience",47,"Neutral",1.3
1179,"Parth Sharma",3.5,"B.Tech","Computer Science and Engineering","2023-12-06","The sports facility were great which gave you opportunities to play various sports The library was very helpful during the exams as it had various books which were helpful during the exams. The only thing i wasnt satisfied with the college was there were no AC classrooms as it is difficult to survive during theory classes, but labs were well equipped with ACs.",63,"Positive",2.3
1180,"Samir Sahu",4.4,"B.Tech","VLSI Design","2023-12-05","There were standard water filters which provided us with normal water in the academic blocks Everything is properly systematically arranged and operated The clubs and chapter section is very good for personal and professional growth",35,"Positive",2
1181,"DEV TYAGI",2.7,"B.Tech","Electrical And Computer Engineering","2023-12-05","Very good and helping placement cell which helps to get the best offers for everyone The number of students studying there is huge People coming from North might feel a very lil language barrier",34,"Positive",2.3
1182,"vishayan baruah",3.8,"B.Tech","Electrical And Electronics Engineering","2023-12-05","the environment there which is green and peaceful library- we have books in e form and also the library is huge with all books faculty members are super friendly and help us grow in carrier wise",36,"Positive",2.7
1183,"Aditya",4,"B.Tech","Computer Science and Engineering","2023-12-05","Lush and Green campus with lots of facilities like gardens, lakes, food courts etc FFCS and the faculties of college who are very supporting in nature Course structure and curriculum are fully placement oriented",34,"Positive",2.3
1184,"Bhuvnesh Bhardwaj",3.4,"B.Tech","Gaming Technology","2023-12-05","The location of university is very far from city of Bhopal Bad behaviour of Security Gaurds with students The management of the VIT Bhopal is not good",27,"Neutral",1.3
1185,"Daksh",5,"B.Tech","Electrical And Computer Engineering","2023-12-05","Every child is taken care and no child is left behind The teachers provide exceptional teaching experience to the students Vit make sures children accomplish their goals",27,"Positive",2
1186,"Adwait Inamdar",3.5,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-05","The only drawback of VIT is it is overcrowded There are not many reasons to claim vit is bad There might not be any other reason to not study in VIT",31,"Negative",0.7
1187,"Arnav Sheoran",4.1,"B.Tech","Electrical And Electronics Engineering","2023-12-05","Culture and connections you get with the people There are many events are curriculum offered other than studies The teaching staff are exceptional with utmost perfection",26,"Positive",2
1188,"Tadi Chinna Kaseeswar Reddy",4.1,"B.Tech","Electrical And Computer Engineering","2023-12-05","The only drawback VIT has is that it is overcrowded Hostels and accommodation are only provided to the toppers and not for the average students The highest package may be 1.2 crore but packages above 10LPA are offered only for the good grade students",44,"Neutral",1.3
1189,"Parth shah",4.1,"B.Tech","Computer Science and Business Systems","2023-12-05","Campus infrastructure well equipped labs Extensive source of both academics and extracurricular activities The campus also offers a vibrant student community",21,"Positive",2
1190,"Aathmika V",4.9,"B.Tech","Electronics & Communication Engineering","2023-12-04","One thing that I definitely agree on is that the faculty overall is quite qualified with everyone holding a Phd I think the placement opportunities are quite good as well as all the MAANGs visit the campus The University is a bit too strict on its rules and regulations such as its hostel in timmings, outing formalities and strict attendace policy",61,"Positive",2
1191,"Pritish Bhatasana",3.4,"B.Tech","Computer Science and Engineering","2023-12-04","Since the campus is still well under construction there are powercuts twice or thrice a week Infrastructure is too good ,well developed library. Teaching faculty are good they are teaching is explained with technical and partical situation.",37,"Positive",2
1192,"Rajarshi Somvanshi",3.4,"B.Tech","Computer Science and Engineering","2023-12-04","Clubs and chapters are also good for an individual to develop their own perspective ideas  Always the campus is undergoing with construction. One library is not sufficient for the people of the university ",33,"Positive",2
1193,"Amartya Ranjan",5,"B.Tech","Computer Science and Engineering","2023-12-04","Sports of the campus should be developed  Supporting Faculties and friends + Events Blacklisted Faculty + too much competition + Jealousy factor",22,"Neutral",1.3
1194,"J Nandavardhan Reddy",3.8,"B.Tech","Computer Science and Engineering","2023-12-04","One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech",139,"Neutral",1.3
1195,"Aditya",4.1,"B.Tech","Cyber Security","2023-12-04","I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des",50,"Neutral",1.3
1196,"Asmit bisht",3.9,"B.Tech","Computer Science and Engineering","2023-12-04","Campus of VIT BHOPAL is too good with greenery everywhere. Vit bhopal have 100% doctoral faculty with diversity in them. Placement percentage of VIT BHOPAL is good as compared to other private colleges.",33,"Positive",1.7
1197,"Piyush Raj",4.1,"B.Tech","Electronics & Communication Engineering","2023-12-04","Hostel facilities are less privileged here. Campus here is too much crowded increasing the competition. Classrooms are not having air conditioner",21,"Neutral",1.3
1198,"sahil kumar",3.4,"B.Tech","Computer Science and Engineering","2023-12-04","I like the culture and academic schedule and sports activities of the college. We can choose our faculty for particular subject. There is relative  marking in the exams.",28,"Positive",1.7
1199,"Kartikey Khanna",1.6,"B.Tech","Computer Science and Engineering","2023-12-04","Rules of not going out after 8:30 pm of hostel. Maggi is not allowed in the hostel for students. The thing I liked most about the VIT Bhopal University is the faculty. They are really helpful.",36,"Positive",2
1200,"ANISH ANIL SHENDE",5,"B.Tech","Mechanical Engineering","2023-12-04","Second thing I liked the most about vit bhopal campus is the infrastructure. Last but not the least I liked are the clubs offered and clubs activities. The thing I dislike about the VIT Bhopal campus is the road during the rainy season.",43,"Neutral",1.3
1201,"Udayvardhan Singh Rathore",4,"B.Tech","Computer Science and Engineering","2023-12-04","Second thing about which I am bit disappointed is related to WiFi.The hostel has WiFi but sometimes they don't give very high speed. A lot of extracurricular activities are available for the students. Hostel food is very good and variety available there.",42,"Positive",2
1202,"Abhishek Kumar Verma",3.9,"B.Tech","Mechanical Engineering","2023-12-04","Campus placement is very good more than 80 percent students got placed A lot of pressure on students so they don't have free time. As this college situated in south India we have to face some difficulties.",37,"Positive",1.7
1203,"Deepank arya",3.7,"B.Tech","Mechanical Engineering","2023-12-04","Always more preference given to 9 pointers. i liked the placement of the college like many companies visit here and some big companies like microsoft amzaon visit i liked 2+2 year program here you can study two years here and after two years  you ccan apply for two year program our college has MOU with many reputed universities",58,"Positive",2
1204,"HEMRISHI BHANSALI",3.6,"B.Tech","Computer Science and Engineering","2023-12-04","i liked the faculty here they are very supportive in every aspect they help students if they are facing problems college is far away from main city there is nothing around the college we have exams every 40  days in my opinion thats not good we get pressurized we dont get time for any other skill",56,"Positive",2.3
1205,"Shashank Dwivedi",3.8,"B.Tech","Computer Science and Engineering","2023-12-04","I liked the overall environment of the campus, the faculties and the students. The kindness of each faculty will help us to grow I like that the college appoints mentors to train the students",34,"Positive",2.3
1206,"Varshank Singh",4.1,"B.Tech","Computer Science and Engineering","2023-12-04","The culture of the students, they are not well in relationship Public transportation is not good in that area Some faculties are not good because they intentionally fail the students",30,"Positive",1.7
1207,"Vinayak Pathak",3.7,"B.Tech","Healthcare Informatics","2023-12-04","exposure is very nice in the colllege with the good  infrastructure campus life is good but filled with some restrrictions thing is hostel timming which should be not three",29,"Positive",2
1208,"Anonymous",3.8,"B.Tech","Computer Science and Engineering","2023-12-04","hostel timing is not at all liked  by the students strict pda rules which are not even considered no late nigth things could be enjoyed easily",26,"Positive",1.7
1209,"Anonymous",3.3,"B.Tech","Electronics & Communication Engineering","2023-12-04","The friendly and welcoming environment of the campus Advanced infrastructure and helpfull staff Flexible and student friendly syllabus system",19,"Positive",2.3
1210,"Sai Sandeep",3.9,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-03","Too much crowd inside the campus and hostel Some staffs rude behaviour (mostly North Indian staffs) I like the campus, the greenery that we have here is magnificent and it is very good to see",35,"Positive",2
1211,"ganta teja",4,"Ph.D","Physics","2023-12-03","I like the ffcs system with that I can choose any slot i want to take so it is quite efficient I like the system is 9 cgpa is a person has 9cgpa he can give the attendence even below 75 % so it is quite good The food stalls that we have here have no hygeine that I hate",60,"Positive",1.7
1212,"Anonymous",4.5,"B.Tech","Artificial Intelligence & Machine Learning","2023-12-02","Few guards are so rude to us that we want to slap them but we control ourselves Few lab assistants available there is not worthy of being there as they do not even know what they are doing I liked the placement results and CALTech ",45,"Positive",1.7
1213,"Marapatla Paul Jonas Jaideep",2.8,"B.Tech","Electrical And Electronics Engineering","2023-11-29","Some Faculty are very good and some are worse Quality of mess food is overall better than other universities. Facilities provided in hostels and academic ",25,"Neutral",1.3
1214,"Shourya",3.9,"B.Tech","Computer Science and Engineering","2023-11-29","The whole campus is in construction site Provided Water Quality and Internet/Network Issue One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech",62,"Positive",1.7
1215,"Sharath Schandra Kolli",4,"B.Tech","Artificial Intelligence & Machine Learning","2023-11-29","FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA",105,"Negative",1
1216,"Nabanyu Suresh",3.2,"B.Tech","Computer Science and Engineering","2023-11-29","Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des I like the food here very much and also the staffs ",46,"Neutral",1.3
1217,"sreepathi satvik",3.8,"B.Tech","Mechanical Engineering","2023-11-29","The staffs help us in each and everyway possible The Hostel Guards help us with shifting and small problems The food is not cheap i.e according to quantity it's not cheap",31,"Negative",0.7
1218,"Karthik kommeneni",3.9,"B.Tech","Civil Engineering","2023-11-29","The distance between the college and the hostel is around 1.8kms There are restrictions as to how long you can stay outside your room There are very good fests that happen in college.",33,"Positive",1.7
1219,"Yaswanth Bopparaju",4.4,"B.Tech","Computer Science and Engineering","2023-11-29","Infrastructure is very good in college. We have 6 men's hostel, 2 women's hostel, 3 academic block Faculty is very supportive of new ideas and teaches in such a way that makes up friendly with real life problems. There is a curfew timing in hostels, which is disliked by every student as it is very less.",56,"Positive",1.7
1220,"Agraharapu yaswanth",3.9,"B.Tech","Computer Science and Engineering","2023-11-27","The college is very far away from the main city, i.e. Vijaywada. Time table is flexible from 2nd year, but in 1st year, some students have classes from 9AM in morning to 7:30PM in evening. Lot of events happen around , you could enjoy a lot get more free time od and stuffs.",53,"Positive",2.3
1221,"Adithya",4.5,"B.Tech + M.Tech","Computer Science & Engineering","2023-11-27","If you are a 9 pointer u can bunk classes as much as u need Then it’s clubs , you have tons of clubs you could just join one and do stuffs if you want Feel’s restricted, the security here is like as if u are inside a jail",49,"Negative",1
1222,"Raj Sreekar",3.5,"B.Tech","Computer Science and Engineering","2023-11-25","The opportunities provided like hackathons, events, tech events, sports opportunities and etc.  The social life. The campus is very feiendly and seniors are extremely helpful and friendly.  The faculty is student friendly and helps the studenrs whenever needed. They are also very understanding",43,"Positive",2.3
1223,"VARANASI SAI LIKITHA",4.6,"B.Tech","Artificial Intelligence & Machine Learning","2023-11-25","The size of the campus is huge and though that might seem like a good thing, its stressful and tiring over the time The campus is very crowded and theres always competition for even the little things like taking a shuttle (bus) to move around the campus Campus is very big and full of greenery.",55,"Negative",1
1224,"udit narayana",4.3,"B.Tech","Electronics & Communication Engineering","2023-11-25","Hostels are well maintained. Campus is very clean. Labs and library are very well equipped with facilities that are needed Non teaching faculty might not understand English. They will ask you to speak in Tamil",35,"Positive",2
1225,"Abhinavam Sankara Shravan",4,"B.Tech","Computer Science and Engineering","2023-11-24","Some mess are not good. Good mess might be in a different hostel block so we will have to travel there for meals Outing for girls is very limited and highly restricted Faculties are cooperative and interactive with students.",39,"Negative",1
1226,"AHAMAD SHAIK",4.5,"B.Tech","Computer Science and Engineering","2023-11-23","The infrastructure and security is quite good with provide a better campus loge to students. The fests are quote fun. Hostel life is also enjoyable. The management is a bit strict especially for girl students.",35,"Positive",2.3
1227,"varanasi krishna deepesh",3.8,"B.Tech","Mechanical Engineering","2023-11-22","The campus infrastructure is really good . Here we have various blocks CB (The most vibrant building),AB1 ,AB2, Rockplaza ,Food street, etc Sports facilities are really good and well equipped with best courts for basketball, badminton ,squash, etc. For every indoor and outdoor sports is available here and also we have coach to guide. It's location campus situated in outskirts area 20 km from vijayawada which makes less communicable between college and city.",73,"Positive",2.7
1228,"B Sai Akarsh",4.7,"B.Tech","Computer Science and Engineering","2023-11-22","There category fee system for the same branch whether student from category 1 or category 5 will get same facilities. Campus life , gym facilities, canteens and infrastructure Construction is being carried out everywhere and everytime in the campus",39,"Neutral",1.3
1229,"Anonymous",2.3,"B.Tech","Computer Science and Engineering","2023-11-21","I liked the atmosphere of the college in general. The college organises a lot of extracurricular activities Multiple sports grounds and various equipment are available.",25,"Positive",2
1230,"J SURYA SATHVIK",3,"B.Sc + M.Sc","Data Science","2023-11-17","Academic schedule is relatively hectic with more than 15 lectures per week. North Indian candidates face hurdles as the companies which come for placements prefer Tamil speaking candidates sometimes. There are strict rules for hostel students.",36,"Negative",1
1231,"S Madhan Sai",4,"B.Tech + M.Tech","Artificial Intelligence","2023-11-16","Campus: the campus is huge with everything one can imagine, ranging from swimming pools, to gyms, to social clubs, etc Seniors: The seniors were the most friendly at VIT and guided me through everything Professors: The professors are very understanding and proficient in their respective subjects",46,"Positive",2
1232,"keshav jha",4.3,"B.Sc + M.Sc","Computational Statistics and Data Analytics","2023-11-16","Food: the food was not always well cooked and sometimes totally blant Warden: the hostel warden behaviour is not good and is very restricted Substance abuse: a lot of students and dealers are there who are trying to sell substances",40,"Neutral",1.3
1233,"Hannah",3.5,"B.Sc + M.Sc","Computational Statistics and Data Analytics","2023-11-15","One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech",139,"Neutral",1.3
